=== ПАРАМЕТРЫ ПРОГОНА ===
Дата прогона,2026-03-18T23:04:49
Капитал,1000000
Старт,2015
OOS год,2023
Макс позиций S1,2
Макс позиций S2,2
Комиссия %,0.06
Проскальзывание %,0.10
Ребалансировка,none

--- Сигнал ---
Мин объём (млн),100
Мин VR,3.6
Макс VR,10
Дней сигнала,1
ATR мин %,1.8
ATR окно,20
MA период,50
MA фильтр,above
Bull bar,да
CP мин %,0.45
Макс дн. доходность %,10
VR подтверждение,1.5
Gap отмена %,6
Vol окно,30

--- Выход ---
Стоп-лосс %,22
Див гэп %,3
ROT множитель,1.5
ROT абс %,0.5

--- Тиры ---
ULTRA minVR,7.1
ULTRA maxHold,10
ULTRA TS after,6
ULTRA TS dist %,1.8
STRONG minVR,5.1
STRONG maxHold,7
STRONG TS after,6
STRONG TS dist %,1.6
BASE minVR,3.6
BASE maxHold,5
BASE TS after,5
BASE TS dist %,1.4

=== ИТОГИ ===
Всего сделок,865
Средняя доходность %,4.56
Медианная доходность %,1.63
Win rate %,69.6
Profit factor,5.78
Sharpe,2.56
Макс просадка %,36.53
Общая доходность %,1237228902.20
CAGR %,0.00
Макс выигрыш %,126.89
Макс проигрыш %,-22.12
Ср. выигрыш %,7.92
Ср. проигрыш %,3.13
Макс серия побед,20
Макс серия потерь,7
Ср. удержание дней,5.1
Период,2015-01-05 — 2026-03-18

=== СДЕЛКИ ===
#,Ticker,Strategy,Tier,VR,ATR%,Signal,Entry,Exit,EntryPx,ExitPx,Return%,Held,Reason
193,MRKS,S2,ULTRA,9.24,3.91,2018-01-30,2018-01-31,2018-02-08,0.13,0.13,-0.23,6,ts_extend
194,MVID,S1,STRONG,5.19,1.93,2018-02-02,2018-02-05,2018-02-13,420.67,438.65,4.27,6,ts_extend
195,PMSB,S2,BASE,4.92,2.11,2018-02-14,2018-02-15,2018-02-22,80.53,80.97,0.55,5,max_hold
196,KZOS,S2,ULTRA,7.28,2.22,2018-02-14,2018-02-15,2018-03-02,81.13,88.24,8.76,10,ts_extend
197,VTBR,S1,BASE,3.84,1.93,2018-02-22,2018-02-26,2018-03-05,273.59,270.17,-1.25,5,ts_extend
198,MRKV,S2,BASE,5.00,2.35,2018-02-22,2018-02-26,2018-03-05,0.12,0.12,-1.47,5,ts_extend
199,BISVP,S2,STRONG,5.89,2.21,2018-03-02,2018-03-05,2018-03-19,4.03,3.99,-0.82,7,max_hold
200,RTSBP,S2,BASE,3.82,3.36,2018-03-20,2018-03-21,2018-03-22,0.30,0.24,-22.12,1,cat_stop
201,NFAZ,S2,BASE,4.91,5.43,2018-03-20,2018-03-21,2018-03-29,114.18,112.40,-1.56,5,ts_extend
202,WTCM,S2,ULTRA,8.79,9.52,2018-03-27,2018-03-28,2018-04-05,8.51,8.73,2.49,6,ts_extend
203,SAGO,S2,ULTRA,8.30,2.64,2018-03-28,2018-03-29,2018-04-06,0.40,0.47,16.48,6,ts_extend
204,RKKE,S2,STRONG,5.40,4.63,2018-04-04,2018-04-05,2018-04-13,5829.31,6375.94,9.38,6,ts_extend
205,DVEC,S2,BASE,3.77,4.73,2018-04-09,2018-04-10,2018-04-17,1.11,1.14,2.27,5,ts_extend
206,NVTK,S1,BASE,3.70,2.96,2018-04-10,2018-04-11,2018-04-18,744.59,746.00,0.19,5,ts_extend
207,SNGS,S1,BASE,4.37,1.90,2018-04-10,2018-04-11,2018-04-18,29.30,29.39,0.30,5,ts_extend
208,WTCM,S2,BASE,4.69,6.24,2018-04-17,2018-04-18,2018-04-25,8.01,8.12,1.36,5,ts_extend
209,AQUA,S2,BASE,4.08,7.55,2018-04-27,2018-04-28,2018-05-07,202.32,254.97,26.02,5,ts_extend
210,MRKY,S2,ULTRA,7.18,3.94,2018-04-27,2018-04-28,2018-05-08,0.06,0.06,4.89,6,ts_extend
211,LSNG,S2,STRONG,5.33,3.62,2018-05-07,2018-05-08,2018-05-17,6.46,6.45,-0.01,6,ts_extend
212,RZSB,S2,BASE,3.76,3.72,2018-05-16,2018-05-17,2018-05-24,3.69,3.74,1.49,5,ts_extend
213,ARSA,S2,ULTRA,8.90,3.78,2018-05-23,2018-05-24,2018-06-06,3.31,3.38,2.34,6,ts_extend
214,MRKP,S2,BASE,4.49,1.85,2018-06-04,2018-06-05,2018-06-09,0.35,0.27,-22.12,4,cat_stop
215,IRKT,S2,BASE,4.23,2.60,2018-06-06,2018-06-07,2018-06-14,18.33,18.70,2.04,5,ts_extend
216,ARSA,S2,BASE,4.33,4.39,2018-06-18,2018-06-19,2018-06-27,4.08,4.13,1.42,5,ts_extend
217,ALRS,S1,BASE,4.42,2.00,2018-06-21,2018-06-22,2018-06-29,98.66,99.32,0.67,5,ts_extend
218,KRSB,S2,BASE,3.98,1.84,2018-06-26,2018-06-27,2018-07-03,4.47,3.89,-12.84,4,rotate_atr20
219,SVAV,S2,STRONG,6.06,2.50,2018-06-26,2018-06-27,2018-07-05,542.87,534.44,-1.55,6,ts_extend
220,DIOD,S2,ULTRA,7.74,4.00,2018-07-02,2018-07-03,2018-07-11,4.77,4.69,-1.70,6,ts_extend
221,RBCM,S2,BASE,4.17,2.79,2018-07-04,2018-07-05,2018-07-10,5.36,5.24,-2.18,3,rotate_atr20
222,IRKT,S2,BASE,3.85,5.09,2018-07-09,2018-07-10,2018-07-17,23.99,23.96,-0.11,5,max_hold
223,MGTSP,S2,BASE,4.19,2.86,2018-07-11,2018-07-12,2018-07-19,1903.04,1899.94,-0.16,5,ts_extend
224,CHMK,S2,ULTRA,9.80,1.83,2018-07-16,2018-07-17,2018-07-20,3099.95,3030.14,-2.25,3,rotate_atr20
225,SLEN,S2,ULTRA,8.34,5.33,2018-07-18,2018-07-19,2018-07-27,4.82,5.36,11.32,6,ts_extend
226,BLNG,S2,ULTRA,7.44,3.71,2018-07-19,2018-07-20,2018-07-30,2.99,2.95,-1.46,6,ts_extend
227,KMAZ,S2,STRONG,5.12,4.10,2018-08-02,2018-08-03,2018-08-13,68.41,67.59,-1.20,6,ts_extend
228,ALRS,S1,BASE,3.67,2.10,2018-08-07,2018-08-08,2018-08-15,98.86,97.46,-1.42,5,ts_extend
229,VRSBP,S2,BASE,3.81,13.94,2018-08-10,2018-08-13,2018-10-03,20.03,22.16,10.65,5,max_hold
230,KRKOP,S2,STRONG,5.84,2.18,2018-10-02,2018-10-03,2018-10-11,3.98,3.91,-1.76,6,ts_extend
231,FESH,S2,BASE,4.29,6.29,2018-10-12,2018-10-15,2018-10-22,5.12,5.32,3.86,5,ts_extend
232,MAGE,S2,ULTRA,7.53,7.45,2018-10-12,2018-10-15,2018-10-23,2.29,2.34,2.16,6,ts_extend
233,RGSS,S2,ULTRA,7.75,5.08,2018-10-22,2018-10-23,2018-10-31,0.33,0.42,24.56,6,ts_extend
234,LKOH,S1,ULTRA,8.62,2.20,2018-10-24,2018-10-25,2018-11-02,4950.91,4906.07,-0.91,6,ts_extend
235,VGSB,S2,BASE,4.37,6.08,2018-10-30,2018-10-31,2018-11-14,0.84,0.79,-5.09,5,max_hold
236,BLNG,S2,BASE,3.71,2.49,2018-11-16,2018-11-19,2018-11-26,2.71,2.70,-0.44,5,ts_extend
237,NKHP,S2,BASE,4.71,1.99,2018-11-28,2018-11-29,2018-12-06,243.39,245.11,0.71,5,max_hold
238,ROLO,S2,STRONG,6.55,2.95,2018-12-05,2018-12-06,2018-12-14,0.24,0.26,7.19,6,ts_extend
239,MAGEP,S2,BASE,4.43,5.87,2018-12-14,2018-12-17,2018-12-24,2.06,2.48,20.23,5,ts_extend
240,KMEZ,S2,BASE,3.93,2.58,2019-01-10,2019-01-11,2019-01-18,374.60,381.96,1.96,5,ts_extend
241,MGNT,S1,BASE,3.64,2.26,2019-01-17,2019-01-18,2019-01-25,4158.64,4356.07,4.75,5,ts_extend
242,AMEZ,S2,STRONG,6.60,2.00,2019-01-17,2019-01-18,2019-01-21,4.41,4.40,-0.05,1,rotate_atr20
243,SARE,S2,STRONG,5.18,3.14,2019-01-17,2019-01-18,2019-01-25,0.13,0.13,1.95,5,rotate_atr20
244,MRKS,S2,STRONG,6.35,5.51,2019-01-18,2019-01-21,2019-01-29,0.13,0.14,4.22,6,ts_extend
245,LIFE,S2,BASE,4.32,5.70,2019-01-24,2019-01-25,2019-02-01,6.95,7.14,2.68,5,ts_extend
246,MRKS,S2,BASE,3.84,5.71,2019-01-29,2019-01-30,2019-02-06,0.17,0.17,2.22,5,ts_extend
247,KRSBP,S2,STRONG,5.14,3.35,2019-02-01,2019-02-04,2019-02-13,4.46,4.72,5.80,6,ts_extend
248,CNTLP,S2,BASE,4.96,2.79,2019-02-05,2019-02-06,2019-02-13,12.56,12.36,-1.56,5,ts_extend
249,RASP,S1,STRONG,5.75,1.90,2019-02-11,2019-02-12,2019-02-20,152.86,155.64,1.81,6,ts_extend
250,AQUA,S2,BASE,4.58,3.56,2019-02-12,2019-02-13,2019-02-20,154.25,157.02,1.80,5,ts_extend
251,WTCMP,S2,STRONG,5.13,2.52,2019-02-18,2019-02-21,2019-02-25,6.77,6.87,1.45,2,rotate_atr20
252,LNZL,S2,BASE,3.65,3.36,2019-02-20,2019-02-21,2019-02-28,6470.34,6398.75,-1.11,5,ts_extend
253,KRKOP,S2,ULTRA,8.34,6.26,2019-02-22,2019-02-25,2019-03-05,4.93,4.97,0.77,6,ts_extend
254,SAGO,S2,BASE,3.86,5.69,2019-03-04,2019-03-05,2019-03-18,0.36,0.38,5.89,5,ts_extend
255,YAKG,S2,ULTRA,8.59,4.59,2019-03-05,2019-03-06,2019-03-15,8.63,9.00,4.25,6,ts_extend
256,MRKS,S2,BASE,3.81,7.93,2019-03-15,2019-03-18,2019-03-25,0.33,0.38,14.80,5,ts_extend
257,SAREP,S2,STRONG,5.18,5.17,2019-03-15,2019-03-18,2019-03-26,0.09,0.09,2.16,6,ts_extend
258,TRMK,S2,ULTRA,7.53,2.36,2019-03-25,2019-03-26,2019-04-03,58.69,58.43,-0.44,6,ts_extend
259,MRKC,S2,BASE,3.84,2.63,2019-04-02,2019-04-03,2019-04-10,0.32,0.32,0.77,5,ts_extend
260,AQUA,S2,BASE,3.96,2.61,2019-04-02,2019-04-03,2019-04-10,183.29,205.74,12.25,5,ts_extend
261,AQUA,S2,BASE,4.70,3.99,2019-04-10,2019-04-11,2019-04-18,210.34,245.61,16.77,5,ts_extend
262,IRKT,S2,ULTRA,8.94,2.43,2019-04-18,2019-04-19,2019-04-29,43.07,43.00,-0.16,6,ts_extend
263,CNTL,S2,BASE,4.46,5.18,2019-05-06,2019-05-07,2019-05-15,20.48,20.28,-0.99,5,ts_extend
264,CNTLP,S2,STRONG,5.58,4.50,2019-05-06,2019-05-07,2019-05-16,18.81,18.61,-1.08,6,ts_extend
265,GAZP,S1,BASE,4.63,2.00,2019-05-15,2019-05-16,2019-05-23,203.02,207.69,2.30,5,ts_extend
266,AQUA,S2,BASE,4.38,6.22,2019-05-16,2019-05-17,2019-05-24,221.35,294.34,32.97,5,ts_extend
267,PMSBP,S2,BASE,3.96,2.45,2019-05-27,2019-05-28,2019-06-04,98.16,99.43,1.29,5,ts_extend
268,GAZP,S1,STRONG,5.24,2.69,2019-06-03,2019-06-04,2019-06-13,230.53,233.45,1.27,6,ts_extend
269,LNZLP,S2,STRONG,6.54,2.05,2019-06-03,2019-06-04,2019-06-13,2744.38,2696.15,-1.76,6,ts_extend
270,BELU,S2,ULTRA,8.10,4.07,2019-06-13,2019-06-14,2019-06-25,478.76,473.55,-1.09,7,ts_extend
271,UNKL,S2,STRONG,7.09,1.98,2019-06-24,2019-06-25,2019-06-28,2534.05,2555.90,0.86,3,rotate_atr20
272,NKNCP,S2,ULTRA,9.63,2.86,2019-06-25,2019-06-26,2019-07-04,67.31,68.10,1.18,6,ts_extend
273,MGNT,S1,BASE,3.79,1.99,2019-06-26,2019-06-27,2019-07-04,3797.07,3826.87,0.78,5,max_hold
274,OGKB,S2,BASE,3.96,3.00,2019-06-27,2019-06-28,2019-07-05,0.55,0.58,5.48,5,ts_extend
275,AFKS,S1,BASE,3.98,1.91,2019-07-02,2019-07-03,2019-07-10,10.92,11.91,9.07,5,ts_extend
276,AFLT,S1,STRONG,5.26,1.80,2019-07-04,2019-07-05,2019-07-15,110.18,108.38,-1.63,6,ts_extend
277,NMTP,S2,BASE,4.69,2.37,2019-07-04,2019-07-05,2019-07-12,8.03,8.16,1.66,5,ts_extend
278,ABRD,S2,BASE,4.77,2.73,2019-07-04,2019-07-05,2019-07-12,144.23,143.73,-0.35,5,ts_extend
279,KMEZ,S2,BASE,4.39,4.08,2019-07-11,2019-07-12,2019-07-19,529.85,561.12,5.90,5,ts_extend
280,UNAC,S2,ULTRA,7.16,2.57,2019-07-26,2019-07-29,2019-08-06,0.71,0.74,3.86,6,ts_extend
281,KAZT,S2,STRONG,5.26,1.96,2019-07-31,2019-08-01,2019-08-09,171.67,180.57,5.18,6,ts_extend
282,LNZL,S2,BASE,3.79,2.75,2019-08-06,2019-08-07,2019-08-14,6690.69,9204.35,37.57,5,ts_extend
283,BELU,S2,BASE,4.30,2.88,2019-08-08,2019-08-09,2019-08-16,507.81,502.06,-1.13,5,ts_extend
284,AMEZ,S2,BASE,4.97,2.23,2019-08-16,2019-08-19,2019-08-26,4.48,4.47,-0.18,5,ts_extend
285,MTLR,S2,BASE,4.43,3.54,2019-08-26,2019-08-27,2019-09-03,61.85,62.25,0.66,5,ts_extend
286,UKUZ,S2,BASE,3.70,2.00,2019-09-02,2019-09-03,2019-09-10,536.86,553.25,3.05,5,ts_extend
287,VTBR,S1,STRONG,6.93,1.87,2019-09-04,2019-09-05,2019-09-13,210.36,212.70,1.11,6,ts_extend
288,TUZA,S2,STRONG,6.59,2.76,2019-09-10,2019-09-11,2019-09-19,96.15,96.28,0.13,6,ts_extend
289,APTK,S2,STRONG,6.49,2.78,2019-09-23,2019-09-24,2019-10-02,12.17,12.17,0.05,6,ts_extend
290,MAGE,S2,ULTRA,7.61,4.92,2019-10-01,2019-10-02,2019-10-11,4.30,4.80,11.80,7,ts_extend
291,ROLO,S2,BASE,3.77,4.10,2019-10-14,2019-10-15,2019-10-22,0.23,0.26,12.36,5,ts_extend
292,LKOH,S1,BASE,4.81,1.92,2019-10-16,2019-10-17,2019-10-24,5724.14,6140.16,7.27,5,max_hold
293,SNGS,S1,BASE,4.31,2.11,2019-10-23,2019-10-24,2019-10-31,43.62,48.15,10.38,5,ts_extend
294,SELG,S2,STRONG,5.69,1.89,2019-10-31,2019-11-01,2019-11-12,9.64,9.91,2.88,6,ts_extend
295,ROLO,S2,ULTRA,7.25,4.00,2019-10-31,2019-11-01,2019-11-12,0.31,0.39,25.43,6,ts_extend
296,VTBR,S1,BASE,3.75,1.84,2019-11-08,2019-11-11,2019-11-18,235.13,236.26,0.48,5,ts_extend
297,OGKB,S2,BASE,3.76,2.31,2019-11-11,2019-11-12,2019-11-19,0.64,0.65,2.05,5,ts_extend
298,MSTT,S2,STRONG,6.36,2.20,2019-11-11,2019-11-12,2019-11-20,123.00,124.38,1.12,6,ts_extend
299,AVAN,S2,BASE,4.06,7.84,2019-11-21,2019-11-22,2019-11-29,711.14,700.06,-1.56,5,ts_extend
300,ROLO,S2,BASE,4.92,6.78,2019-11-21,2019-11-22,2019-11-29,0.45,0.47,4.22,5,ts_extend
301,CHGZ,S2,STRONG,5.20,5.77,2019-12-02,2019-12-03,2019-12-18,31.05,38.31,23.40,6,ts_extend
302,MVID,S1,ULTRA,7.35,1.88,2019-12-05,2019-12-06,2019-12-17,605.17,606.30,0.19,7,ts_extend
303,TNSE,S2,BASE,4.47,2.09,2019-12-17,2019-12-18,2019-12-25,961.54,946.56,-1.56,5,ts_extend
304,NSVZ,S2,STRONG,5.96,2.44,2019-12-25,2019-12-26,2020-01-09,236.88,236.76,-0.05,6,ts_extend
305,KZOSP,S2,BASE,4.23,1.99,2020-01-08,2020-01-09,2020-01-10,10.02,10.10,0.88,1,rotate_atr20
306,SAGOP,S2,STRONG,6.23,2.84,2020-01-08,2020-01-09,2020-01-15,0.39,0.41,4.01,4,rotate_atr20
307,RBCM,S2,BASE,4.36,3.12,2020-01-09,2020-01-10,2020-01-16,3.70,3.69,-0.16,4,rotate_atr20
308,MISBP,S2,ULTRA,9.79,4.50,2020-01-14,2020-01-15,2020-01-23,10.02,10.39,3.76,6,ts_extend
309,T,S1,BASE,3.86,2.55,2020-01-15,2020-01-16,2020-01-23,1454.32,1466.79,0.86,5,ts_extend
310,TTLK,S2,STRONG,5.28,6.37,2020-01-15,2020-01-16,2020-01-24,0.36,0.38,6.70,6,ts_extend
311,YKEN,S2,STRONG,5.85,3.28,2020-01-22,2020-01-23,2020-01-30,0.31,0.32,0.96,5,rotate_atr20
312,AFKS,S1,STRONG,5.90,2.02,2020-01-23,2020-01-24,2020-02-03,18.07,18.33,1.46,6,ts_extend
313,KCHE,S2,BASE,4.33,3.40,2020-01-24,2020-01-27,2020-01-31,0.18,0.18,2.81,4,rotate_atr20
314,TASBP,S2,STRONG,5.65,6.33,2020-01-29,2020-01-30,2020-02-07,0.20,0.21,4.00,6,ts_extend
315,LIFE,S2,BASE,4.43,7.68,2020-01-30,2020-01-31,2020-02-07,8.71,10.68,22.57,5,ts_extend
316,CNTL,S2,BASE,4.04,2.79,2020-02-06,2020-02-07,2020-02-14,19.33,19.34,0.07,5,ts_extend
317,TGKA,S2,STRONG,6.20,3.21,2020-02-13,2020-02-14,2020-02-25,0.02,0.02,1.80,6,ts_extend
318,YKEN,S2,STRONG,6.88,4.66,2020-02-25,2020-02-26,2020-03-05,0.39,0.39,0.35,6,ts_extend
319,AVAN,S2,STRONG,5.19,5.78,2020-04-01,2020-04-02,2020-04-10,676.08,707.35,4.62,6,ts_extend
320,MFGSP,S2,STRONG,6.13,5.71,2020-04-09,2020-04-10,2020-04-21,326.52,341.88,4.70,6,ts_extend
321,GEMA,S2,STRONG,5.70,4.25,2020-04-20,2020-04-21,2020-04-29,74.62,76.97,3.15,6,ts_extend
322,TTLK,S2,BASE,4.73,4.27,2020-04-28,2020-04-29,2020-05-07,0.33,0.35,5.54,5,max_hold
323,TTLK,S2,STRONG,5.96,4.19,2020-05-08,2020-05-12,2020-05-20,0.33,0.32,-1.76,6,ts_extend
324,YRSB,S2,BASE,4.38,6.75,2020-05-19,2020-05-20,2020-05-28,168.27,169.32,0.63,5,ts_extend
325,PRMB,S2,STRONG,6.20,5.29,2020-05-19,2020-05-20,2020-05-28,20432.64,29472.77,44.24,6,ts_extend
326,AFLT,S1,BASE,3.88,2.35,2020-05-27,2020-05-28,2020-06-04,79.33,86.24,8.71,5,ts_extend
327,KLSB,S2,ULTRA,8.71,3.92,2020-05-27,2020-05-28,2020-05-29,11.63,11.43,-1.69,1,rotate_atr20
328,KCHEP,S2,ULTRA,9.66,4.18,2020-05-27,2020-05-28,2020-06-05,0.39,0.38,-0.59,6,ts_extend
329,KCHE,S2,BASE,4.23,6.57,2020-05-28,2020-05-29,2020-06-05,0.20,0.23,10.54,5,ts_extend
330,MTLR,S1,BASE,4.36,2.31,2020-06-04,2020-06-05,2020-06-15,70.75,70.39,-0.52,5,ts_extend
331,MRKU,S2,BASE,3.94,3.12,2020-06-05,2020-06-08,2020-06-16,0.16,0.16,-0.74,5,ts_extend
332,KLSB,S2,BASE,3.63,3.63,2020-06-16,2020-06-17,2020-06-25,11.92,12.21,2.41,5,ts_extend
333,MISBP,S2,BASE,4.43,3.53,2020-06-23,2020-06-25,2020-07-03,12.02,12.99,8.11,5,ts_extend
334,LNZLP,S2,ULTRA,8.05,2.09,2020-07-07,2020-07-08,2020-07-14,3926.27,3998.59,1.84,4,rotate_atr20
335,KAZTP,S2,ULTRA,7.53,3.03,2020-07-07,2020-07-08,2020-07-16,153.04,151.18,-1.22,6,ts_extend
336,KRKOP,S2,STRONG,5.30,3.31,2020-07-13,2020-07-14,2020-07-20,6.25,6.15,-1.68,4,rotate_atr20
337,URKZ,S2,ULTRA,8.27,4.27,2020-07-15,2020-07-16,2020-07-24,162.06,184.52,13.86,6,ts_extend
338,YRSBP,S2,ULTRA,7.80,5.11,2020-07-17,2020-07-20,2020-07-28,86.64,90.20,4.11,6,ts_extend
339,UNAC,S2,BASE,4.85,1.89,2020-07-23,2020-07-24,2020-07-27,0.49,0.48,-0.52,1,rotate_atr20
340,RUSI,S2,ULTRA,8.55,3.94,2020-07-24,2020-07-27,2020-07-30,40.66,31.67,-22.12,3,cat_stop
341,KROT,S2,ULTRA,8.13,3.83,2020-07-27,2020-07-28,2020-08-05,390.62,387.27,-0.86,6,ts_extend
342,AMEZ,S2,BASE,4.06,2.58,2020-07-29,2020-07-30,2020-08-06,4.31,5.36,24.20,5,ts_extend
343,KAZTP,S2,ULTRA,9.03,2.63,2020-08-04,2020-08-05,2020-08-10,149.04,146.76,-1.53,3,rotate_atr20
344,RTKM,S1,BASE,3.80,1.96,2020-08-05,2020-08-06,2020-08-13,96.71,98.02,1.35,5,max_hold
345,RASP,S1,BASE,4.53,2.24,2020-08-05,2020-08-06,2020-08-13,111.34,114.00,2.39,5,ts_extend
346,CHGZ,S2,ULTRA,7.31,6.30,2020-08-05,2020-08-06,2020-08-14,53.69,63.73,18.71,6,ts_extend
347,SELG,S2,STRONG,6.68,5.46,2020-08-07,2020-08-10,2020-08-18,53.39,52.45,-1.76,6,ts_extend
348,PMSB,S2,STRONG,6.16,2.40,2020-08-13,2020-08-14,2020-08-24,138.72,138.03,-0.50,6,ts_extend
349,TNSE,S2,BASE,4.60,5.00,2020-08-18,2020-08-19,2020-08-26,1191.90,1173.34,-1.56,5,ts_extend
350,MVID,S2,BASE,4.66,3.23,2020-08-25,2020-08-26,2020-08-31,585.44,561.80,-4.04,3,rotate_atr20
351,PRMB,S2,ULTRA,9.96,6.33,2020-08-25,2020-08-26,2020-09-03,28044.80,30001.12,6.98,6,ts_extend
352,NNSB,S2,BASE,4.34,9.33,2020-08-28,2020-08-31,2020-09-07,2033.25,2136.20,5.06,5,ts_extend
353,FESH,S2,BASE,4.23,2.94,2020-09-10,2020-09-11,2020-09-18,8.27,9.73,17.56,5,ts_extend
354,RUAL,S1,BASE,4.90,3.28,2020-09-18,2020-09-21,2020-10-02,32.69,32.49,-0.63,5,ts_extend
355,ENPG,S2,BASE,3.77,2.52,2020-09-25,2020-09-28,2020-10-05,705.63,868.75,23.12,5,ts_extend
356,ABIO,S2,ULTRA,8.16,6.33,2020-09-25,2020-09-28,2020-10-06,35.56,36.28,2.02,6,ts_extend
357,AFKS,S1,BASE,5.04,3.17,2020-10-02,2020-10-05,2020-10-12,23.23,23.74,2.20,5,ts_extend
358,AQUA,S2,BASE,4.31,2.51,2020-10-02,2020-10-05,2020-10-12,256.41,258.41,0.78,5,ts_extend
359,MRKS,S2,BASE,4.34,1.87,2020-10-09,2020-10-12,2020-10-19,0.27,0.28,3.44,5,ts_extend
360,BLNG,S2,BASE,3.89,2.81,2020-10-16,2020-10-19,2020-10-26,4.29,4.28,-0.25,5,ts_extend
361,LSRG,S1,BASE,4.19,2.28,2020-10-22,2020-10-23,2020-10-30,958.33,944.26,-1.47,5,ts_extend
362,MISB,S2,STRONG,6.19,1.85,2020-10-26,2020-10-27,2020-11-05,12.62,12.58,-0.36,6,ts_extend
363,MRKK,S2,STRONG,5.27,1.85,2020-11-06,2020-11-09,2020-11-17,27.94,33.40,19.53,6,ts_extend
364,MRKC,S2,STRONG,5.42,2.30,2020-11-06,2020-11-09,2020-11-17,0.32,0.32,-0.00,6,ts_extend
365,RUAL,S1,BASE,4.15,3.69,2020-11-09,2020-11-10,2020-11-17,32.45,33.27,2.55,5,ts_extend
366,RASP,S1,STRONG,5.96,2.90,2020-11-09,2020-11-10,2020-11-18,125.20,154.02,23.02,6,ts_extend
367,MTLR,S1,BASE,4.90,2.91,2020-11-16,2020-11-17,2020-11-24,59.85,60.54,1.16,5,ts_extend
368,CHGZ,S2,BASE,3.93,3.64,2020-11-16,2020-11-17,2020-11-24,53.49,58.47,9.33,5,ts_extend
369,IGSTP,S2,ULTRA,7.36,4.72,2020-11-16,2020-11-17,2020-11-25,849.36,963.76,13.47,6,ts_extend
370,GEMA,S2,ULTRA,7.53,2.94,2020-11-23,2020-11-24,2020-12-02,63.35,64.71,2.14,6,ts_extend
371,BISVP,S2,ULTRA,7.32,2.66,2020-11-24,2020-11-25,2020-11-27,9.67,10.00,3.50,2,rotate_atr20
372,MAGE,S2,STRONG,5.74,4.16,2020-11-26,2020-11-27,2020-12-07,6.89,7.14,3.65,6,ts_extend
373,MAGN,S1,ULTRA,9.02,2.96,2020-11-30,2020-12-01,2020-12-09,43.67,48.64,11.39,6,ts_extend
374,AMEZ,S2,STRONG,6.62,2.24,2020-12-01,2020-12-02,2020-12-10,5.75,6.27,9.01,6,ts_extend
375,LVHK,S2,ULTRA,7.59,2.30,2020-12-04,2020-12-07,2020-12-15,8.27,9.31,12.58,6,ts_extend
376,MGNT,S1,BASE,3.67,2.16,2020-12-09,2020-12-10,2020-12-17,5393.12,5462.56,1.29,5,ts_extend
377,MAGE,S2,BASE,5.05,4.38,2020-12-09,2020-12-10,2020-12-17,7.88,8.64,9.65,5,ts_extend
378,AMEZ,S2,BASE,4.95,4.21,2020-12-14,2020-12-15,2020-12-22,7.26,9.84,35.57,5,ts_extend
379,IGST,S2,BASE,4.35,3.86,2020-12-16,2020-12-17,2020-12-24,1030.65,1076.96,4.49,5,ts_extend
380,MRKU,S2,BASE,4.65,2.16,2020-12-21,2020-12-22,2020-12-23,0.15,0.15,2.48,1,rotate_atr20
381,MAGEP,S2,ULTRA,7.99,3.24,2020-12-22,2020-12-23,2021-01-04,7.58,7.62,0.47,6,ts_extend
382,URKZ,S2,BASE,4.57,2.86,2020-12-24,2020-12-25,2021-01-05,163.06,166.37,2.03,5,ts_extend
383,MTLR,S1,BASE,3.69,3.99,2020-12-28,2020-12-29,2021-01-08,79.33,80.65,1.67,5,ts_extend
384,ROLO,S2,BASE,5.02,3.84,2020-12-30,2021-01-04,2021-01-12,0.91,1.08,18.83,5,ts_extend
385,NKSH,S2,ULTRA,7.45,1.88,2021-01-05,2021-01-06,2021-01-08,23.54,23.04,-2.10,1,rotate_atr20
386,TTLK,S2,STRONG,5.25,3.52,2021-01-06,2021-01-08,2021-01-18,0.49,0.48,-1.11,6,ts_extend
387,TGKBP,S2,ULTRA,9.59,1.94,2021-01-11,2021-01-12,2021-01-13,0.01,0.01,-0.18,1,rotate_atr20
388,FESH,S2,BASE,4.09,3.22,2021-01-12,2021-01-13,2021-01-20,11.88,11.80,-0.64,5,ts_extend
389,VJGZP,S2,ULTRA,7.55,5.39,2021-01-15,2021-01-18,2021-01-26,885.41,1390.25,57.02,6,ts_extend
390,VRSB,S2,BASE,4.37,3.26,2021-01-19,2021-01-20,2021-01-27,72.12,71.47,-0.90,5,ts_extend
391,SLEN,S2,STRONG,6.22,4.44,2021-01-25,2021-01-26,2021-02-03,6.09,6.07,-0.30,6,ts_extend
392,RASP,S1,STRONG,5.15,2.14,2021-01-26,2021-01-27,2021-02-04,162.26,176.84,8.98,6,ts_extend
393,BELU,S2,BASE,4.40,2.28,2021-01-26,2021-01-27,2021-02-03,1591.54,1722.74,8.24,5,ts_extend
394,LIFE,S2,BASE,5.09,2.34,2021-02-03,2021-02-04,2021-02-11,7.06,7.09,0.45,5,ts_extend
395,MVID,S1,ULTRA,9.82,2.15,2021-02-08,2021-02-09,2021-02-17,795.47,821.70,3.30,6,ts_extend
396,TGKN,S2,ULTRA,7.81,2.13,2021-02-19,2021-02-20,2021-03-02,0.00,0.00,-1.14,6,ts_extend
397,GCHE,S2,BASE,4.99,2.31,2021-03-04,2021-03-05,2021-03-15,2373.79,2431.52,2.43,5,ts_extend
